0,1,2,3,4,5,6,7,8,9,10,11,12,uuid
0.86520122228366,0.480380865481455,0.5472705815514007,0.6124727387579509,0.4904000650519234,0.6296185684385731,0.6478848240493088,0.5952103170870466,0.5301691211540844,0.4004620797576849,0.42331533499643587,0.6365896276026539,0.673076881002924,1
