0,1,2,3,4,5,6,7,8,9,10,11,uuid
0.7671722135632415,0.750180266331204,0.7341364411122239,0.7636131898147673,0.7696680631387414,0.767327528958706,0.7355113562538408,0.751536477947764,0.7381406313034868,0.7188576859567416,0.7227892446155265,0.767946476844152,1
