0,1,2,3,4,5,6,7,8,9,10,11,12,uuid
-230.83253,109.14735,-23.023758,22.335693,-12.033305,8.561694,-7.1628733,3.6552496,-11.955808,-6.4019165,-8.816893,-4.9490175,3.106262,1
