0,1,2,3,4,5,6,7,8,9,10,11,uuid
0.71957517,0.7125727,0.7172589,0.7294485,0.74200284,0.7253562,0.7242224,0.7464728,0.735657,0.6860514,0.67557853,0.7137221,1
