0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,uuid
2.2020957,4.5483108,29.37581,33.692394,34.4141,54.720127,25.467054,25.1083,32.675938,30.882837,50.431885,95.91129,50.92687,31.525072,40.78303,50.34718,48.84571,36.62061,36.89013,32.294453,15.536834,14.0236845,13.862502,10.180784,10.88901,10.276139,9.275924,10.030151,6.8731627,6.145354,8.126692,8.458214,9.455921,11.804198,11.078457,9.978602,10.58811,8.472967,10.049686,13.9054785,16.243704,11.621442,6.9774904,5.2949023,6.2909327,6.494817,6.0714507,5.361578,4.9423957,3.1711488,2.6990316,2.611345,1.7456398,1.7517531,2.0314825,2.4625225,2.5311446,2.0411372,2.0180993,1.6718768,1.6244115,1.8374339,1.7736611,2.0384204,2.0105908,1.7174743,1.1096723,1.2622741,1.2025298,1.4736577,1.1686997,1.2868292,1.5430574,1.2612203,1.1838862,1.1491284,1.0418727,0.8291254,0.77587086,0.7539867,0.9123081,1.097626,0.62928087,0.6019184,0.5896782,0.6120302,0.53399414,0.4525685,0.48218468,0.39561477,0.33000764,0.29501784,0.26720676,0.24881348,0.20077495,0.17757343,0.15473673,0.15653007,0.15895732,0.13067497,0.12791727,0.1394746,0.13503155,0.14000349,0.12304693,0.10927772,0.09239677,0.073671535,0.060119417,0.055494394,0.05442794,0.057077136,0.06157863,0.058380038,0.06024106,0.03224557,0.013160254,0.0018847347,0.0002899141,0.0002544108,0.00020440434,0.0002290773,0.00021269683,0.00019775044,0.00016343134,0.0001798488,0.0001749507,0.00016777453,1
